CDD_ID_A,CDD_ID_D,CDD_ID_row,DISTRICT,OFFICE,DOFFICE,DKTDATE,DDKTDATE,FILEDATE,TERMDATE,JURIS,DJURIS,DISP,JUDGMENT,ADISP,OUTCOME,DPLT,DPLT_typ,DDEF,DDEF_typ,PLT,DEF,appellant_PLT_DEF,appellee_PLT_DEF,match_type,match_type_update,PLT_typ,DEF_typ,yr_file,row_add,ID
9-77-0200200,NA,3,NA,NA,9,6/11/03,11/9/02,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,THE ET AL,CASTANEDA ET A,NA,NA,NA,NA,NA,NA,2003,3,9-77-0200200-3
9-77-0300018,9-77-0300018,1,77,9,9,12/12/03,2/7/03,2/7/03,11/4/03,2,US govt defendant,6,2,1,2,ECOLOGY CENTER,BIZ,"AUSTIN, ET AL",FED,ECOLOGY,AUSTIN ET AL,PLT,DEF,STRONG,STRONG,BIZ,FED,2003,1,9-77-0300018-1
9-77-0300022,9-77-0300022,3,77,9,9,6/25/03,2/10/03,2/10/03,4/30/03,2,US govt defendant,6,3,1,2,"SIERRA CLUB, ET AL",NGO,"AUSTIN, ET AL",FED,AUSTIN ET AL,SIERRA ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,2003,1,9-77-0300022-1
9-77-0300022,9-77-0300022,3,77,9,9,5/16/03,2/10/03,2/10/03,4/30/03,2,US govt defendant,6,3,1,2,"SIERRA CLUB, ET AL",NGO,"AUSTIN, ET AL",FED,MINERAL ET AL,SIERRA ET AL,DEF,PLT,MOD,MOD,FED,NGO,2003,2,9-77-0300022-2
9-77-0300022,9-77-0300022,3,77,9,9,7/2/03,2/10/03,2/10/03,4/30/03,2,US govt defendant,6,3,1,2,"SIERRA CLUB, ET AL",NGO,"AUSTIN, ET AL",FED,SIERRA ET AL,AUSTIN ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2003,3,9-77-0300022-3
9-77-0300029,9-77-0300029,1,77,9,9,1/7/09,2/18/03,2/18/03,9/11/08,2,US govt defendant,0,-8,5,-8,"CTR FOR BIOLOGICAL, ET AL",NGO,"USACE, ET AL",FED,CENTER FOR BIOLOGICA,UNITED STATES ARMY C,PLT,DEF,STRONG,STRONG,NGO,FED,2009,1,9-77-0300029-1
9-77-0300069,9-77-0300069,2,77,1,1,5/3/05,5/1/03,5/1/03,4/5/05,2,US govt defendant,14,-8,1,1,NORTHERN PLAINS,NGO,"BLM, ET AL",FED,NORTHERN,NORTON ET AL,PLT,DEF,MOD,MOD,NGO,FED,2005,1,9-77-0300069-1
9-77-0300069,9-77-0300069,2,77,1,1,6/14/05,5/1/03,5/1/03,4/5/05,2,US govt defendant,14,-8,1,1,NORTHERN PLAINS,NGO,"BLM, ET AL",FED,NORTON ET AL,NORTHERN ET AL,DEF,PLT,MOD,MOD,FED,NGO,2005,2,9-77-0300069-2
9-77-0300070,9-77-0300070,1,77,1,1,8/2/05,5/1/03,5/1/03,3/4/05,2,US govt defendant,6,2,5,-8,"WESTERN ORGANIZATION, ET AL",NGO,"CLARKE, ET AL",FED,WESTERN ET AL,CLARKE ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2005,1,9-77-0300070-1
9-77-0300071,9-77-0300071,3,77,1,1,9/20/05,5/1/03,5/1/03,6/9/05,2,US govt defendant,6,3,5,-8,"AMERICAN LANDS ALLIA, ET AL",NGO,"BLM, ET AL",FED,AMERICAN LANDS ALLIA,UNITED STATES BUREAU,PLT,DEF,MOD,MOD,NGO,FED,2005,1,9-77-0300071-1
9-77-0300071,9-77-0300071,3,77,1,1,2/3/10,5/1/03,5/1/03,6/9/05,2,US govt defendant,6,3,5,-8,"AMERICAN LANDS ALLIA, ET AL",NGO,"BLM, ET AL",FED,BIODIVERSITY CONSERV,BUREAU OF LAND MANAG,DEF,PLT,MOD,MOD,NGO,FED,2010,2,9-77-0300071-2
9-77-0300071,9-77-0300071,3,77,1,1,8/22/05,5/1/03,5/1/03,6/9/05,2,US govt defendant,6,3,5,-8,"AMERICAN LANDS ALLIA, ET AL",NGO,"BLM, ET AL",FED,BLM ET AL,AMERICAN ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,2005,3,9-77-0300071-3
9-77-0300078,9-77-0300078,1,77,1,1,5/3/05,5/8/03,5/8/03,4/5/05,2,US govt defendant,14,-8,1,1,"NORTHERN CHEYENNE, ET AL",TRIBE,"NORTON, ET AL",FED,NORTHERN ET AL,NORTON ET AL,DEF,DEF,STRONG,STRONG,FED,FED,2005,1,9-77-0300078-1
9-77-0300085,9-77-0300085,1,77,2,2,9/24/04,9/26/03,9/26/03,8/13/04,2,US govt defendant,3,-8,1,1,"ALLIANCE WILD ROCK, ET AL",NGO,"REILLY, ET AL",FED,ALLIANCE ET AL,REILLY ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2004,1,9-77-0300085-1
9-77-0300100,9-77-0300100,1,77,9,9,5/21/04,6/19/03,6/19/03,2/3/04,2,US govt defendant,6,2,1,2,"THE ECOLOGY CENTER, ET AL",BIZ,"POWELL, ET AL",IND,THE ET AL,POWELL ET AL,PLT,DEF,STRONG,STRONG,BIZ,IND,2004,1,9-77-0300100-1
9-77-0300112,9-77-0300112,1,77,9,9,2/2/07,7/15/03,7/15/03,12/12/06,2,federal question,14,-8,1,2,"SWAN VIEW COALITION, ET AL",NGO,"BARBOULETOS, ET AL",FED,"SWAN VIEW COALITION,",BARBOULETOS,PLT,DEF,STRONG,STRONG,BIZ,FED,2007,1,9-77-0300112-1
9-77-0300119,9-77-0300119,1,77,9,9,6/29/06,7/29/03,7/29/03,4/24/06,1,US govt defendant,6,1,1,5,"WILDERNESS SOCIETY, ET AL",NGO,"REY, ET AL",FED,REY,THE WILDERNESS SOCIE,DEF,PLT,STRONG,STRONG,FED,NGO,2006,1,9-77-0300119-1
9-77-0300165,9-77-0300165,1,77,9,9,5/2/06,10/14/03,10/14/03,3/1/06,2,US govt defendant,17,3,5,-8,FOREST SVC EMPLOYEES,CIVIC,USFS,FED,USFS,FS ET AL,DEF,PLT,MOD,MOD,FED,CIVIC,2006,1,9-77-0300165-1
9-77-0400022,NA,1,NA,NA,6,4/14/06,5/15/03,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,GOODRICH ET AL,USFS ET AL,NA,NA,NA,NA,BIZ,FED,2006,1,9-77-0400022-1
9-77-0400078,9-77-0400078,1,77,9,9,11/28/06,4/29/04,4/29/04,10/4/06,2,US govt defendant,6,2,1,1,"ALLIANCE FOR THE, ET AL",NGO,"KIMBELL, ET AL",FED,ALLIANCE FOR THE WIL,KIMBALL,PLT,DEF,STRONG,STRONG,NGO,FED,2006,1,9-77-0400078-1
9-77-0400087,9-77-0400087,1,77,9,9,11/10/05,5/6/04,5/6/04,9/30/05,2,US govt defendant,13,-8,1,1,RATTLESNAKE,OTHER,"USEPA, ET AL",FED,THE,U.S. ET AL,PLT,DEF,MOD,MOD,OTHER,FED,2005,1,9-77-0400087-1
9-77-0400096,9-77-0400096,3,77,1,1,8/5/04,7/23/04,7/23/04,4/26/05,2,US govt defendant,6,2,4,-8,"BEAR CREEK COUNCIL, ET AL",LOC,"HEATH, ET AL",FED,BEAR ET AL,HEATH ET AL,DEF,DEF,STRONG,STRONG,FED,FED,2004,1,9-77-0400096-1
9-77-0400096,9-77-0400096,3,77,1,1,9/15/04,7/23/04,7/23/04,4/26/05,2,US govt defendant,6,2,5,-8,"BEAR CREEK COUNCIL, ET AL",LOC,"HEATH, ET AL",FED,BEAR ET AL,HEATH ET AL,DEF,DEF,STRONG,STRONG,FED,FED,2004,2,9-77-0400096-2
9-77-0400096,9-77-0400096,3,77,1,1,5/24/05,7/23/04,7/23/04,4/26/05,2,US govt defendant,6,2,1,1,"BEAR CREEK COUNCIL, ET AL",LOC,"HEATH, ET AL",FED,BEAR ET AL,HEATH ET AL,DEF,DEF,STRONG,STRONG,FED,FED,2005,3,9-77-0400096-3
9-77-0400127,9-77-0400127,1,77,9,9,10/20/06,6/29/04,6/29/04,8/29/06,2,federal question,6,2,1,2,"NATIVE ECOSYSTEMS, ET AL",BIZ,"KIMBELL, ET AL",FED,NATIVE ECOSYSTEMS CO,MOOSE CREEK GRAZING,PLT,DEF,MOD,MOD,BIZ,FED,2006,1,9-77-0400127-1
9-77-0400175,9-77-0400175,1,77,9,9,11/1/06,9/1/04,9/1/04,8/29/06,2,US govt defendant,6,-8,1,1,CENTRAL MT WILDLANDS,NGO,"KIMBELL, ET AL",FED,CENTRAL MONTANA WILD,KIMBALL,PLT,DEF,STRONG,STRONG,NGO,FED,2006,1,9-77-0400175-1
9-77-0400216,NA,1,NA,NA,9,11/1/06,11/8/04,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,ALLIANCE ET AL,THE ET AL,NA,NA,NA,NA,NA,NA,2006,1,9-77-0400216-1
9-77-0400236,9-77-0400236,2,77,9,9,2/12/07,12/2/04,12/2/04,12/13/06,2,US govt defendant,6,-8,4,-8,"CABINET RESOURCES, ET AL",NGO,USFS,FED,CABINET ET AL,USFS ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2007,1,9-77-0400236-1
9-77-0400236,9-77-0400236,2,77,9,9,2/15/07,12/2/04,12/2/04,12/13/06,2,US govt defendant,6,-8,4,-8,"CABINET RESOURCES, ET AL",NGO,USFS,FED,USFS ET AL,CABINET ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,2007,2,9-77-0400236-2
9-77-0500037,9-77-0500037,1,77,9,9,2/14/07,3/11/05,3/11/05,12/11/06,2,federal question,5,-8,5,-8,"ECOLOGY CENTER INC, ET AL",BIZ,"KIMBELL, ET AL",FED,KIMBELL ET AL,ALLIANCE ET AL,DEF,PLT,STRONG,STRONG,FED,BIZ,2007,1,9-77-0500037-1
9-77-0500064,9-77-0500064,1,77,9,9,6/4/08,4/29/05,4/29/05,3/31/08,2,US govt plaintiff,6,2,1,1,"SWAN VIEW COALITION, ET AL",NGO,"BARBOULETOS, ET AL",FED,SWAN VIEW COALITION,BARBOULETOS,PLT,DEF,STRONG,STRONG,BIZ,FED,2008,1,9-77-0500064-1
9-77-0500099,NA,1,NA,NA,9,2/28/07,6/8/05,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,KEMPTHORNE ET AL,DEFENDERS ET A,NA,NA,NA,NA,FED,NGO,2007,1,9-77-0500099-1
9-77-0500107,9-77-0500107,4,77,9,9,7/6/10,6/20/05,6/20/05,5/5/10,2,US govt defendant,6,3,5,-8,"ROCK CREEK ALLIANCE, ET AL",NGO,"USFS, ET AL",FED,REVETT SILVER COMPAN,ROCK CREEK ALLIANCE,DEF,PLT,MOD,MOD,FED,NGO,2010,1,9-77-0500107-1
9-77-0500107,9-77-0500107,4,77,9,9,7/6/10,6/20/05,6/20/05,5/5/10,2,US govt defendant,6,3,1,1,"ROCK CREEK ALLIANCE, ET AL",NGO,"USFS, ET AL",FED,ROCK CREEK ALLIANCE,U.S. FISH AND WILDLI,PLT,DEF,STRONG,STRONG,NGO,FED,2010,2,9-77-0500107-2
9-77-0500107,9-77-0500107,4,77,9,9,7/8/10,6/20/05,6/20/05,5/5/10,2,US govt defendant,6,3,5,-8,"ROCK CREEK ALLIANCE, ET AL",NGO,"USFS, ET AL",FED,ROCK CREEK ALLIANCE,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,NGO,FED,2010,3,9-77-0500107-3
9-77-0500107,9-77-0500107,4,77,9,9,7/2/10,6/20/05,6/20/05,5/5/10,2,US govt defendant,6,3,5,-8,"ROCK CREEK ALLIANCE, ET AL",NGO,"USFS, ET AL",FED,UNITED STATES FOREST,ROCK CREEK ALLIANCE,DEF,PLT,STRONG,STRONG,FED,NGO,2010,4,9-77-0500107-4
9-77-0500110,9-77-0500110,3,77,9,9,5/4/07,6/24/05,6/24/05,6/23/06,2,US govt defendant,6,3,1,1,"NATIVE ECOSYSTEMS, ET AL",BIZ,"KIMBELL, ET AL",FED,NATIVE ECOSYSTEMS CO,KIMBALL,PLT,DEF,STRONG,STRONG,BIZ,FED,2007,1,9-77-0500110-1
9-77-0500110,9-77-0500110,3,77,9,9,10/26/05,6/24/05,6/24/05,6/23/06,2,US govt defendant,6,3,2,6,"NATIVE ECOSYSTEMS, ET AL",BIZ,"KIMBELL, ET AL",FED,NATIVE ET AL,KIMBELL ET AL,PLT,DEF,STRONG,STRONG,BIZ,FED,2005,2,9-77-0500110-2
9-77-0500110,9-77-0500110,3,77,9,9,9/15/06,6/24/05,6/24/05,6/23/06,2,US govt defendant,6,3,4,-8,"NATIVE ECOSYSTEMS, ET AL",BIZ,"KIMBELL, ET AL",FED,WILDWEST ET AL,KIMBELL ET AL,DEF,DEF,STRONG,STRONG,NGO,FED,2006,3,9-77-0500110-3
9-77-0600002,9-77-0600002,1,77,4,4,7/30/07,1/12/06,1/12/06,6/1/07,2,US govt defendant,6,2,1,1,SILVER DOLLAR GRAZING ASSOCIAT,BIZ,UNITED STATES FISH & WILDLIFE,NGO,SILVER DOLLAR GRAZIN,UNITED STATES FISH A,PLT,DEF,STRONG,STRONG,BIZ,FED,2007,1,9-77-0600002-1
9-77-0600024,9-77-0600024,1,77,9,9,1/25/07,2/15/06,2/15/06,11/21/06,2,federal question,6,2,1,1,THE ECOLOGY CENTER,BIZ,CASTANEDA,IND,WILDWEST INSTITUTE,CASTANEDA,PLT,DEF,STRONG,STRONG,NGO,IND,2007,1,9-77-0600024-1
9-77-0600063,9-77-0600063,2,77,9,9,8/14/07,4/24/06,4/24/06,9/26/07,2,US govt defendant,14,-8,5,-8,ALLIANCE FOR THE WILD ROCKIES,NGO,KIMBELL,FED,ALLIANCE ET AL,KIMBELL ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2007,1,9-77-0600063-1
9-77-0600063,9-77-0600063,2,77,9,9,10/3/07,4/24/06,4/24/06,9/26/07,2,US govt defendant,14,-8,5,-8,ALLIANCE FOR THE WILD ROCKIES,NGO,KIMBELL,FED,KIMBELL ET AL,ALLIANCE ET AL,DEF,PLT,STRONG,STRONG,FED,NGO,2007,2,9-77-0600063-2
9-77-0600066,9-77-0600066,2,77,9,9,8/4/06,4/26/06,4/26/06,12/22/06,2,federal question,6,2,1,1,"NATIVE FOREST NETWORK, INC.",BIZ,BULL,IND,WILDWEST ET AL,BULL ET AL,PLT,DEF,STRONG,STRONG,NGO,IND,2006,1,9-77-0600066-1
9-77-0600066,9-77-0600066,2,77,9,9,1/22/07,4/26/06,4/26/06,12/22/06,2,federal question,6,2,1,1,"NATIVE FOREST NETWORK, INC.",BIZ,BULL,IND,WILDWEST INSTITUTE,BULL,PLT,DEF,STRONG,STRONG,NGO,IND,2007,2,9-77-0600066-2
9-77-0600073,9-77-0600073,2,77,9,9,8/14/08,5/11/06,5/11/06,5/28/08,2,federal question,6,3,5,-8,SWAN VIEW COALITION,NGO,BARBOULETOS,FED,BARBOULETOS,SWAN VIEW COALITION,DEF,PLT,STRONG,STRONG,FED,BIZ,2008,1,9-77-0600073-1
9-77-0600073,9-77-0600073,2,77,9,9,8/19/08,5/11/06,5/11/06,5/28/08,2,federal question,6,3,1,1,SWAN VIEW COALITION,NGO,BARBOULETOS,FED,SWAN VIEW COALITION,BARBOULETOS,PLT,DEF,STRONG,STRONG,BIZ,FED,2008,2,9-77-0600073-2
9-77-0600099,NA,1,NA,NA,4,10/23/07,11/1/06,NA,NA,2,NA,99,NA,2,1,NA,NA,NA,NA,MCCALMON,ASTRUE,NA,NA,NA,NA,IND,FED,2007,1,9-77-0600099-1
9-77-0700039,9-77-0700039,3,77,9,9,11/27/09,3/28/07,3/28/07,9/29/09,2,federal question,6,1,1,1,MONTANA WILDERNESS ASSOCIATION,BIZ,MCALLISTER,IND,CITIZENS FOR BALANCE,MCALLISTER,PLT,DEF,STRONG,STRONG,BIZ,IND,2009,1,9-77-0700039-1
9-77-0700039,9-77-0700039,3,77,9,9,11/30/09,3/28/07,3/28/07,9/29/09,2,federal question,6,1,1,1,MONTANA WILDERNESS ASSOCIATION,BIZ,MCALLISTER,IND,MCALLISTER,MONTANA WILDERNESS A,DEF,PLT,STRONG,STRONG,IND,NGO,2009,2,9-77-0700039-2
9-77-0700039,9-77-0700039,3,77,9,9,12/10/09,3/28/07,3/28/07,9/29/09,2,federal question,6,1,1,1,MONTANA WILDERNESS ASSOCIATION,BIZ,MCALLISTER,IND,TREASURE STATE ALLIA,MONTANA WILDERNESS A,DEF,PLT,STRONG,STRONG,IND,NGO,2009,3,9-77-0700039-3
9-77-0700071,9-77-0700071,1,77,6,6,10/21/08,11/14/07,11/14/07,10/1/08,2,US govt defendant,6,2,1,1,NATIVE ECOSYSTEM COUNCIL,LOC,TIDWELL,FED,ALLIANCE FOR THE WIL,TIDWELL,PLT,DEF,STRONG,STRONG,LOC,FED,2008,1,9-77-0700071-1
9-77-0700102,NA,1,NA,NA,1,9/18/07,7/17/07,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,ALLIANCE FOR THE WIL,AVEY,NA,NA,NA,NA,NA,NA,2007,1,9-77-0700102-1
9-77-0700134,9-77-0700134,5,77,9,9,1/19/10,11/13/07,11/13/07,9/21/09,2,US govt defendant,6,3,1,3,GREATER YELLOWSTONE COALITION,NGO,SERVHEEN,FED,NATIONAL WILDLIFE FE,GREATER YELLOWSTONE,DEF,PLT,MOD,MOD,NGO,NGO,2010,1,9-77-0700134-1
9-77-0700134,9-77-0700134,5,77,9,9,1/13/10,11/13/07,11/13/07,9/21/09,2,US govt defendant,6,3,1,3,GREATER YELLOWSTONE COALITION,NGO,SERVHEEN,FED,SAFARI CLUB INTERNAT,GREATER YELLOWSTONE,DEF,PLT,MOD,MOD,NGO,NGO,2010,2,9-77-0700134-2
9-77-0700134,9-77-0700134,5,77,9,9,1/19/10,11/13/07,11/13/07,9/21/09,2,US govt defendant,6,3,1,3,GREATER YELLOWSTONE COALITION,NGO,SERVHEEN,FED,SERVHEEN,GREATER YELLOWSTONE,DEF,PLT,STRONG,STRONG,FED,NGO,2010,3,9-77-0700134-3
9-77-0700134,9-77-0700134,5,77,9,9,1/19/10,11/13/07,11/13/07,9/21/09,2,US govt defendant,6,3,1,3,GREATER YELLOWSTONE COALITION,NGO,SERVHEEN,FED,STATE OF MONTANA,GREATER YELLOWSTONE,DEF,PLT,MOD,MOD,STA,NGO,2010,4,9-77-0700134-4
9-77-0700134,9-77-0700134,5,77,9,9,12/15/09,11/13/07,11/13/07,9/21/09,2,US govt defendant,6,3,1,3,GREATER YELLOWSTONE COALITION,NGO,SERVHEEN,FED,STATE OF WYOMING,GREATER YELLOWSTONE,DEF,PLT,MOD,MOD,STA,NGO,2009,5,9-77-0700134-5
9-77-0700150,9-77-0700150,2,77,9,9,10/14/08,12/4/07,12/4/07,7/30/08,2,US govt defendant,17,3,1,1,ALLIANCE FOR THE WILD ROCKIES,NGO,UNITED STATES FOREST SERVICE,BIZ,ALLIANCE FOR THE WIL,U.S. FOREST SERVICE,PLT,DEF,STRONG,STRONG,NGO,FED,2008,1,9-77-0700150-1
9-77-0700150,9-77-0700150,2,77,9,9,10/2/08,12/4/07,12/4/07,7/30/08,2,US govt defendant,17,3,5,-8,ALLIANCE FOR THE WILD ROCKIES,NGO,UNITED STATES FOREST SERVICE,BIZ,U.S. FOREST SERVICE,ALLIANCE FOR THE WIL,DEF,PLT,STRONG,STRONG,FED,NGO,2008,2,9-77-0700150-2
9-77-0800011,NA,1,NA,NA,6,6/30/09,2/26/08,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,ALLIANCE FOR THE WIL,TIDWELL,NA,NA,NA,NA,NGO,FED,2009,1,9-77-0800011-1
9-77-0800043,9-77-0800043,2,77,9,9,9/28/10,3/31/08,3/31/08,7/27/10,2,US govt defendant,6,3,5,-8,FOREST SERVICE EMPLOYEES FOR E,BIZ,"UNITED STATES FOREST SE, ET AL",FED,FOREST SERVICE EMPLO,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,UNION,FED,2010,1,9-77-0800043-1
9-77-0800043,9-77-0800043,2,77,9,9,9/27/10,3/31/08,3/31/08,7/27/10,2,US govt defendant,6,3,5,-8,FOREST SERVICE EMPLOYEES FOR E,BIZ,"UNITED STATES FOREST SE, ET AL",FED,UNITED STATES FOREST,FOREST SERVICE EMPLO,DEF,PLT,STRONG,STRONG,FED,UNION,2010,2,9-77-0800043-2
9-77-0800064,9-77-0800064,2,77,4,4,7/15/10,9/2/08,9/2/08,7/6/10,2,US govt defendant,6,3,1,2,"RUSSELL COUNTRY SPORTSM, ET AL",LOC,"UNITED STATES FOREST SE, ET AL",FED,MONTANA WILDERNESS A,RUSSELL COUNTRY SPOR,DEF,PLT,MOD,MOD,NGO,LOC,2010,1,9-77-0800064-1
9-77-0800064,9-77-0800064,2,77,4,4,9/7/10,9/2/08,9/2/08,7/6/10,2,US govt defendant,6,3,1,2,"RUSSELL COUNTRY SPORTSM, ET AL",LOC,"UNITED STATES FOREST SE, ET AL",FED,UNITED STATES FOREST,MONTANA TRAIL VEHICL,DEF,PLT,MOD,MOD,FED,LOC,2010,2,9-77-0800064-2
9-77-0800077,9-77-0800077,1,77,1,1,6/18/09,6/4/08,6/4/08,5/15/09,2,US govt defendant,18,0,5,-8,MCFARLAND WHITE RANCH,BIZ,"SCHAFER, ET AL",FED,MCFARLAND WHITE RANC,SCHAFER,PLT,DEF,STRONG,STRONG,BIZ,FED,2009,1,9-77-0800077-1
9-77-0800092,9-77-0800092,3,77,9,9,8/15/08,7/1/08,7/1/08,10/31/08,2,US govt defendant,6,3,5,-8,"HAPNER, ET AL",IND,"TIDWELL, ET AL",FED,HAPNER,TIDWELL,PLT,DEF,STRONG,STRONG,IND,FED,2008,1,9-77-0800092-1
9-77-0800092,9-77-0800092,3,77,9,9,10/9/09,7/1/08,7/1/08,10/31/08,2,US govt defendant,6,3,1,3,"HAPNER, ET AL",IND,"TIDWELL, ET AL",FED,HAPNER,TIDWELL,PLT,DEF,STRONG,STRONG,IND,FED,2009,2,9-77-0800092-2
9-77-0800092,9-77-0800092,3,77,9,9,9/22/11,7/1/08,7/1/08,10/31/08,2,US govt defendant,6,3,2,1,"HAPNER, ET AL",IND,"TIDWELL, ET AL",FED,HAPNER,TIDWELL,PLT,DEF,STRONG,STRONG,IND,FED,2011,3,9-77-0800092-3
9-77-0800121,9-77-0800121,1,77,9,9,6/8/09,8/15/08,8/15/08,6/1/09,2,US govt defendant,6,2,1,1,"NATIVE ECOSYSTEMS COUNC, ET AL",LOC,"TIDWELL, ET AL",FED,NATIVE ECOSYSTEMS CO,TIDWELL,PLT,DEF,STRONG,STRONG,LOC,FED,2009,1,9-77-0800121-1
9-77-0900073,9-77-0900073,2,77,9,9,10/8/10,5/26/09,5/26/09,7/28/10,2,US govt defendant,6,3,5,-8,"ALLIANCE FOR THE WILD R, ET AL",NGO,"LYDER, ET AL",FED,ALLIANCE FOR THE WIL,LYDER,PLT,DEF,STRONG,STRONG,NGO,FED,2010,1,9-77-0900073-1
9-77-0900073,9-77-0900073,2,77,9,9,9/27/10,5/26/09,5/26/09,7/28/10,2,US govt defendant,6,3,5,-8,"ALLIANCE FOR THE WILD R, ET AL",NGO,"LYDER, ET AL",FED,LYDER,ALLIANCE FOR THE WIL,DEF,PLT,STRONG,STRONG,FED,NGO,2010,2,9-77-0900073-2
9-77-0900077,9-77-0900077,6,77,9,9,10/1/10,6/2/09,6/2/09,8/5/10,2,US govt defendant,17,3,2,5,"DEFENDERS OF WILDLIFE, ET AL",NGO,"SALAZAR, ET AL",FED,MONTANA FARM BUREAU,DEFENDERS OF WILDLIF,DEF,PLT,MOD,MOD,FED,NGO,2010,1,9-77-0900077-1
9-77-0900077,9-77-0900077,6,77,9,9,10/1/10,6/2/09,6/2/09,8/5/10,2,US govt defendant,17,3,2,5,"DEFENDERS OF WILDLIFE, ET AL",NGO,"SALAZAR, ET AL",FED,SAFARI CLUB INTERNAT,DEFENDERS OF WILDLIF,DEF,PLT,STRONG,STRONG,FED,NGO,2010,2,9-77-0900077-2
9-77-0900077,9-77-0900077,6,77,9,9,10/1/10,6/2/09,6/2/09,8/5/10,2,US govt defendant,17,3,2,5,"DEFENDERS OF WILDLIFE, ET AL",NGO,"SALAZAR, ET AL",FED,SALAZAR,DEFENDERS OF WILDLIF,DEF,PLT,STRONG,STRONG,FED,NGO,2010,3,9-77-0900077-3
9-77-0900077,9-77-0900077,6,77,9,9,10/14/10,6/2/09,6/2/09,8/5/10,2,US govt defendant,17,3,2,5,"DEFENDERS OF WILDLIFE, ET AL",NGO,"SALAZAR, ET AL",FED,SPORTSMEN FOR FISH A,DEFENDERS OF WILDLIF,DEF,PLT,MOD,MOD,FED,NGO,2010,4,9-77-0900077-4
9-77-0900077,9-77-0900077,6,77,9,9,10/1/10,6/2/09,6/2/09,8/5/10,2,US govt defendant,17,3,2,5,"DEFENDERS OF WILDLIFE, ET AL",NGO,"SALAZAR, ET AL",FED,STATE OF IDAHO,DEFENDERS OF WILDLIF,DEF,PLT,MOD,MOD,STA,NGO,2010,5,9-77-0900077-5
9-77-0900077,9-77-0900077,6,77,9,9,10/1/10,6/2/09,6/2/09,8/5/10,2,US govt defendant,17,3,2,5,"DEFENDERS OF WILDLIFE, ET AL",NGO,"SALAZAR, ET AL",FED,STATE OF MONTANA,DEFENDERS OF WILDLIF,DEF,PLT,MOD,MOD,STA,NGO,2010,6,9-77-0900077-6
9-77-0900095,9-77-0900095,1,77,4,4,10/3/11,6/18/09,6/18/09,8/9/11,2,US govt defendant,6,2,1,3,"MONTANA WILDERNESS ASSO, ET AL",BIZ,"TERLAND, ET AL",FED,MONTANA WILDERNESS A,TERLAND,PLT,DEF,STRONG,STRONG,NGO,FED,2011,1,9-77-0900095-1
9-77-0900096,NA,1,NA,NA,4,10/4/11,6/18/09,NA,NA,2,NA,99,NA,1,3,NA,NA,NA,NA,THE WILDERNESS SOCIE,TERLAND,NA,NA,NA,NA,NGO,FED,2011,1,9-77-0900096-1
9-77-0900107,9-77-0900107,2,77,9,9,8/18/09,7/24/09,7/24/09,2/16/12,2,US govt defendant,13,0,1,2,"ALLIANCE FOR THE WILD R, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,ALLIANCE FOR THE WIL,COTTRELL,PLT,DEF,STRONG,STRONG,NGO,FED,2009,1,9-77-0900107-1
9-77-0900107,9-77-0900107,2,77,9,9,1/25/11,7/24/09,7/24/09,2/16/12,2,US govt defendant,13,0,2,2,"ALLIANCE FOR THE WILD R, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,ALLIANCE FOR THE WIL,COTTRELL,PLT,DEF,STRONG,STRONG,NGO,FED,2011,2,9-77-0900107-2
9-77-0900159,9-77-0900159,1,77,9,9,2/15/11,11/9/09,11/9/09,2/14/11,2,US govt defendant,6,2,1,1,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SALAZAR, ET AL",FED,WESTERN WATERSHEDS P,SALAZAR,PLT,DEF,STRONG,STRONG,NGO,FED,2011,1,9-77-0900159-1
9-77-0900160,9-77-0900160,4,77,9,9,10/5/10,11/16/09,11/16/09,6/29/10,2,US govt defendant,11,-8,5,-8,ALLIANCE FOR THE WILD ROCKIES,NGO,"BRADFORD, ET AL",FED,ALLIANCE FOR THE WIL,BRADFORD,PLT,DEF,STRONG,STRONG,NGO,FED,2010,1,9-77-0900160-1
9-77-0900160,9-77-0900160,4,77,9,9,8/22/13,11/16/09,11/16/09,6/29/10,2,US govt defendant,11,-8,1,1,ALLIANCE FOR THE WILD ROCKIES,NGO,"BRADFORD, ET AL",FED,ALLIANCE FOR THE WIL,BRADFORD,PLT,DEF,STRONG,STRONG,NGO,FED,2013,2,9-77-0900160-2
