CDD_ID_A,CDD_ID_D,CDD_ID_row,DISTRICT,OFFICE,DOFFICE,DKTDATE,DDKTDATE,JUDGDATE,FILEDATE,TERMDATE,JURIS,DJURIS,DISP,JUDGMENT,ADISP,OUTCOME,DPLT,DPLT_typ,DDEF,DDEF_typ,PLT,DEF,appellant_PLT_DEF,appellee_PLT_DEF,match_type,match_type_update,yr_file,yr_term,PLT_typ,DEF_typ,row_add,ID
9-76-0600004,9-76-0600004,1,76,4,1,2007-05-04,2006-01-09,2007-10-30,2006-01-09,2007-02-26,2,US govt defendant,17,-8,5,-8,GREATER YELLOWSTONE COALITION,NGO,-8,FED,HAMILTON ET AL,GREATER ET AL,DEF,PLT,MOD,MOD,2007,2007,FED,NGO,1,9-76-0600004-1
9-76-0600073,9-76-0600073,1,76,1,1,2007-11-23,2006-02-21,2009-06-26,2006-02-21,2007-09-24,2,US govt defendant,14,-8,1,1,WESTERN WATERSHEDS PROJECT,NGO,-8,FED,WESTERN WATERSHEDS P,HALL,PLT,DEF,MOD,MOD,2007,2009,NGO,FED,1,9-76-0600073-1
9-76-0600127,9-76-0600127,1,76,1,1,2007-11-27,2006-03-28,2008-03-17,2006-03-28,2007-09-26,2,US govt defendant,14,-8,5,-8,WESTERN WATERSHEDS PROJECT,NGO,NORTON,FED,UNITED STATES FISH &,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2007,2008,FED,NGO,1,9-76-0600127-1
9-76-0600275,9-76-0600275,1,76,4,4,2006-10-25,2006-07-13,2006-11-21,2006-07-13,2009-06-15,2,US govt defendant,14,-8,5,-8,MAUGHAN,IND,ROSENKRANCE,FED,ROSENKRANCE ET A,MAUGHAN ET AL,DEF,PLT,STRONG,STRONG,2006,2006,FED,IND,1,9-76-0600275-1
9-76-0600277,9-76-0600277,4,76,4,4,2008-05-01,2006-07-14,2008-11-03,2006-07-14,2007-12-04,2,US govt defendant,17,-8,4,-8,WESTERN WATERSHEDS PROJECT,NGO,U.S. FISH AND WILDLIFE SERVICE,FED,IDAHO FARM BUREAU FE,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2008,2008,FED,NGO,1,9-76-0600277-1
9-76-0600277,9-76-0600277,4,76,4,4,2008-05-16,2006-07-14,2008-09-15,2006-07-14,2007-12-04,2,US govt defendant,17,-8,5,-8,WESTERN WATERSHEDS PROJECT,NGO,U.S. FISH AND WILDLIFE SERVICE,FED,STATE OF WYOMING,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2008,2008,STA,NGO,2,9-76-0600277-2
9-76-0600277,9-76-0600277,4,76,4,4,2008-05-01,2006-07-14,2008-09-08,2006-07-14,2007-12-04,2,US govt defendant,17,-8,5,-8,WESTERN WATERSHEDS PROJECT,NGO,U.S. FISH AND WILDLIFE SERVICE,FED,UNITED STATES FISH A,WESTERN WATERSHEDS P,DEF,PLT,STRONG,STRONG,2008,2008,FED,NGO,3,9-76-0600277-3
9-76-0600277,9-76-0600277,4,76,4,4,2008-05-19,2006-07-14,2008-09-15,2006-07-14,2007-12-04,2,US govt defendant,17,-8,5,-8,WESTERN WATERSHEDS PROJECT,NGO,U.S. FISH AND WILDLIFE SERVICE,FED,WYOMING STOCK GROWER,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2008,2008,FED,NGO,4,9-76-0600277-4
9-76-0600425,9-76-0600425,3,76,2,1,2007-01-03,2006-10-19,2007-07-02,2006-10-19,2009-09-30,2,federal question,6,2,1,2,"LANDS COUNCIL, THE",LOC,RANOTTA MCNAIR,FED,THE ET AL,MCNAIR ET AL,PLT,DEF,STRONG,STRONG,2007,2007,LOC,FED,1,9-76-0600425-1
9-76-0600425,9-76-0600425,3,76,2,1,2008-07-02,2006-10-19,2008-07-02,2006-10-19,2009-09-30,2,federal question,6,2,1,1,"LANDS COUNCIL, THE",LOC,RANOTTA MCNAIR,FED,THE LANDS COUNCIL,CITY OF BONNERS FERR,PLT,DEF,MOD,MOD,2008,2008,LOC,FED,2,9-76-0600425-2
9-76-0600425,9-76-0600425,3,76,2,1,2009-11-18,2006-10-19,2010-12-28,2006-10-19,2009-09-30,2,federal question,6,2,1,1,"LANDS COUNCIL, THE",LOC,RANOTTA MCNAIR,FED,THE LANDS COUNCIL,MCNAIR,PLT,DEF,STRONG,STRONG,2009,2010,LOC,FED,3,9-76-0600425-3
9-76-0700161,9-76-0700161,1,76,4,4,2008-12-18,2007-04-06,2009-05-28,2007-04-06,2008-06-04,2,US govt defendant,6,1,5,-8,WESTERN WATERSHEDS PROJECT,NGO,KEMPTHORNE,FED,KEMPTHORNE,WESTERN WATERSHEDS P,DEF,PLT,STRONG,STRONG,2008,2009,FED,NGO,1,9-76-0700161-1
9-76-0800138,9-76-0800138,1,76,1,1,2009-03-23,2008-03-25,2010-02-22,2008-03-25,2009-02-25,2,US govt defendant,14,-8,1,1,SCOTT,BIZ,"UNITED STATES OF AMERIC, ET AL",FED,SCOTT,UNITED STATES OF AME,PLT,DEF,STRONG,STRONG,2009,2010,BIZ,FED,1,9-76-0800138-1
9-76-0800185,9-76-0800185,3,76,2,1,2019-05-30,2008-04-28,2021-08-16,2008-04-28,2008-08-07,2,US govt defendant,3,-8,1,1,"SACKETT, ET AL",IND,"JOHNSON, ET AL",FED,SACKETT,U.S. ENVIRONMENTAL P,PLT,DEF,STRONG,STRONG,2019,2021,IND,FED,1,9-76-0800185-1
9-76-0800185,9-76-0800185,3,76,2,1,2008-10-20,2008-04-28,2010-09-17,2008-04-28,2008-08-07,2,US govt defendant,3,-8,1,1,"SACKETT, ET AL",IND,"JOHNSON, ET AL",FED,SACKETT,UNITED STATES ENVIRO,PLT,DEF,STRONG,STRONG,2008,2010,IND,FED,2,9-76-0800185-2
9-76-0800185,9-76-0800185,3,76,2,1,2012-04-24,2008-04-28,2012-05-03,2008-04-28,2008-08-07,2,US govt defendant,3,-8,2,2,"SACKETT, ET AL",IND,"JOHNSON, ET AL",FED,SACKETT,UNITED STATES ENVIRO,PLT,DEF,STRONG,STRONG,2012,2012,IND,FED,3,9-76-0800185-3
9-76-0800363,9-76-0800363,3,76,4,4,2009-03-16,2008-08-29,2011-01-14,2008-08-29,2013-10-22,2,US govt defendant,18,0,1,2,"THE WILDERNESS SOCIETY, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,MAGIC VALLEY TRAIL M,THE WILDERNESS SOCIE,DEF,PLT,MOD,MOD,2009,2011,FED,NGO,1,9-76-0800363-1
9-76-0800363,9-76-0800363,3,76,4,4,2014-01-02,2008-08-29,2014-04-11,2008-08-29,2013-10-22,2,US govt defendant,18,0,5,-8,"THE WILDERNESS SOCIETY, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,THE WILDERNESS SOCIE,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,2014,2014,NGO,FED,2,9-76-0800363-2
9-76-0800363,9-76-0800363,3,76,4,4,2013-12-23,2008-08-29,2014-04-11,2008-08-29,2013-10-22,2,US govt defendant,18,0,5,-8,"THE WILDERNESS SOCIETY, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,UNITED STATES FOREST,THE WILDERNESS SOCIE,DEF,PLT,STRONG,STRONG,2013,2014,FED,NGO,3,9-76-0800363-3
9-76-0800388,9-76-0800388,4,76,4,4,2009-08-17,2008-09-12,2010-11-17,2008-09-12,2009-08-06,2,US govt defendant,17,2,1,1,"GREATER YELLOWSTONE COA, ET AL",BIZ,"TIMCHAK, ET AL",FED,ASHLEY CREEK PROPERT,J.R. SIMPLOT COMPANY,PLT,DEF,STRONG,STRONG,2009,2010,BIZ,FED,1,9-76-0800388-1
9-76-0800388,9-76-0800388,4,76,4,4,2009-08-07,2008-09-12,2010-12-23,2008-09-12,2009-08-06,2,US govt defendant,17,2,1,1,"GREATER YELLOWSTONE COA, ET AL",BIZ,"TIMCHAK, ET AL",FED,GREATER YELLOWSTONE,LEWIS,PLT,DEF,MOD,MOD,2009,2010,BIZ,FED,2,9-76-0800388-2
9-76-0800388,9-76-0800388,4,76,4,4,2008-12-09,2008-09-12,2009-04-10,2008-09-12,2009-08-06,2,US govt defendant,17,2,1,3,"GREATER YELLOWSTONE COA, ET AL",BIZ,"TIMCHAK, ET AL",FED,GREATER YELLOWSTONE,TIMCHAK,PLT,DEF,STRONG,STRONG,2008,2009,BIZ,FED,3,9-76-0800388-3
9-76-0800388,9-76-0800388,4,76,4,4,2009-05-14,2008-09-12,2009-08-25,2008-09-12,2009-08-06,2,US govt defendant,17,2,4,-8,"GREATER YELLOWSTONE COA, ET AL",BIZ,"TIMCHAK, ET AL",FED,GREATER YELLOWSTONE,TIMCHAK,PLT,DEF,STRONG,STRONG,2009,2009,BIZ,FED,4,9-76-0800388-4
9-76-0800412,9-76-0800412,1,76,4,4,2009-08-05,2008-09-26,2010-11-17,2008-09-26,2009-05-19,2,federal question,6,2,1,1,"ASHLEY CREEK PROPERTIES, LLC",BIZ,"TIMCHAK, ET AL",FED,ASHLEY CREEK PROPERT,LARSON,PLT,DEF,MOD,MOD,2009,2010,BIZ,FED,1,9-76-0800412-1
9-76-0800506,9-76-0800506,1,76,4,4,2010-09-20,2008-11-22,2012-04-25,2008-11-22,2010-01-05,2,federal question,6,4,1,2,WESTERN WATERSHEDS PROJECT,NGO,U.S. DEPARTMENT OF INTERIOR,FED,UNITED STATES DEPART,WESTERN WATERSHEDS P,DEF,PLT,STRONG,STRONG,2010,2012,FED,NGO,1,9-76-0800506-1
9-76-0900015,9-76-0900015,4,76,4,4,2011-04-08,2009-01-16,2013-01-07,2009-01-16,2011-01-29,2,US govt defendant,14,0,1,1,"JAYNE, ET AL",IND,"OTTER, ET AL",FED,IDAHO ASSOCIATION OF,JAYNE,DEF,PLT,STRONG,STRONG,2011,2013,FED,IND,1,9-76-0900015-1
9-76-0900015,9-76-0900015,4,76,4,4,2011-03-29,2009-01-16,2013-01-07,2009-01-16,2011-01-29,2,US govt defendant,14,0,1,1,"JAYNE, ET AL",IND,"OTTER, ET AL",FED,JAYNE,SHERMAN,PLT,DEF,STRONG,STRONG,2011,2013,IND,FED,2,9-76-0900015-2
9-76-0900015,9-76-0900015,4,76,4,4,2011-04-05,2009-01-16,2013-01-07,2009-01-16,2011-01-29,2,US govt defendant,14,0,1,1,"JAYNE, ET AL",IND,"OTTER, ET AL",FED,KOOTENAI TRIBE OF ID,JAYNE,DEF,PLT,STRONG,STRONG,2011,2013,FED,IND,3,9-76-0900015-3
9-76-0900015,9-76-0900015,4,76,4,4,2011-04-13,2009-01-16,2013-01-07,2009-01-16,2011-01-29,2,US govt defendant,14,0,1,1,"JAYNE, ET AL",IND,"OTTER, ET AL",FED,OTTER,JAYNE,DEF,PLT,STRONG,STRONG,2011,2013,FED,IND,4,9-76-0900015-4
9-76-0900164,9-76-0900164,2,76,2,1,2010-10-29,2009-04-09,2011-03-14,2009-04-09,2010-08-23,2,US govt defendant,17,1,5,-8,THE LANDS COUNCIL,LOC,"TIDWELL, ET AL",FED,THE LANDS COUNCIL,TIDWELL,PLT,DEF,STRONG,STRONG,2010,2011,LOC,FED,1,9-76-0900164-1
9-76-0900164,9-76-0900164,2,76,2,1,2010-10-22,2009-04-09,2011-03-14,2009-04-09,2010-08-23,2,US govt defendant,17,1,5,-8,THE LANDS COUNCIL,LOC,"TIDWELL, ET AL",FED,TIDWELL,THE LANDS COUNCIL,DEF,PLT,STRONG,STRONG,2010,2011,FED,LOC,2,9-76-0900164-2
9-76-0900298,9-76-0900298,1,76,4,4,2011-11-29,2009-06-19,2012-03-06,2009-06-19,2011-01-05,2,US govt defendant,6,1,5,-8,WESTERN WATERSHEDS PROJECT,NGO,"ROSENKRANCE, ET AL",FED,ROSENKRANCE,WESTERN WATERSHEDS P,DEF,PLT,STRONG,STRONG,2011,2012,FED,NGO,1,9-76-0900298-1
9-76-0900433,9-76-0900433,1,76,1,1,2011-02-11,2009-09-02,2012-08-17,2009-09-02,2010-05-12,2,US govt defendant,3,-8,1,1,"AMERICAN INDEPENDENCE M, ET AL",BIZ,"US DEPARTMENT OF AGRICU, ET AL",FED,AMERICAN INDEPENDENC,UNITED STATES DEPART,PLT,DEF,STRONG,STRONG,2011,2012,BIZ,FED,1,9-76-0900433-1
9-76-0900507,NA,1,NA,NA,4,2013-05-24,2009-01-05,2013-08-09,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,BUREAU OF LAND MANAG,WESTERN WATERSHEDS P,NA,NA,NA,NA,2013,2013,FED,NGO,1,9-76-0900507-1
9-76-0900686,9-76-0900686,1,76,4,4,2011-03-22,2009-12-31,2011-06-30,2009-12-31,2011-01-20,2,US govt defendant,14,0,5,-8,"WOLF RECOVERY FOUNDATIO, ET AL",BIZ,"FOREST SERVICE, US, ET AL",FED,WOLF RECOVERY FOUNDA,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,2011,2011,BIZ,FED,1,9-76-0900686-1
9-76-1000004,9-76-1000004,1,76,4,4,2012-03-12,2010-01-06,2012-09-17,2010-01-06,2011-05-03,2,US govt defendant,11,0,5,-8,SHOSHONE-BANNOCK TRIBES OF THE,TRIBE,"UNITED STATES DEPARTMEN, ET AL",FED,J.R. SIMPLOT COMPANY,SHOSHONE-BANNOCK TRI,DEF,PLT,MOD,MOD,2012,2012,FED,TRIBE,1,9-76-1000004-1
9-76-1000526,9-76-1000526,1,76,2,1,2015-12-29,2010-10-26,2016-01-11,2010-10-26,2015-09-30,1,federal question,14,0,5,-8,UNITED STATES OF AMERICA,FED,"THE MARMON GROUP LLC, ET AL",BIZ,UNITED STATES OF AME,"MARMON HOLDINGS, INC",PLT,DEF,STRONG,STRONG,2015,2016,FED,BIZ,1,9-76-1000526-1
9-76-1100127,NA,5,NA,NA,1,2014-10-01,2011-03-29,2014-10-31,NA,NA,1,NA,99,NA,4,-8,NA,NA,NA,NA,BLUM,UNITED STATES OF AME,NA,NA,NA,NA,2014,2014,NA,FED,1,9-76-1100127-1
9-76-1100127,NA,5,NA,NA,1,2015-04-07,2011-03-29,2018-11-26,NA,NA,1,NA,99,NA,5,-8,NA,NA,NA,NA,BLUM REAL ESTATE TRU,UNITED STATES OF AME,NA,NA,NA,NA,2015,2018,NA,FED,2,9-76-1100127-2
9-76-1100127,NA,5,NA,NA,1,2014-09-11,2011-03-29,2014-10-31,NA,NA,1,NA,99,NA,4,-8,NA,NA,NA,NA,FEDERAL RESOURCES CO,UNITED STATES OF AME,NA,NA,NA,NA,2014,2014,NA,FED,3,9-76-1100127-3
9-76-1100127,NA,5,NA,NA,1,2013-03-25,2011-03-29,2013-06-18,NA,NA,1,NA,99,NA,4,-8,NA,NA,NA,NA,FEDERAL RESOURCES CO,UNITED STATES OF AME,NA,NA,NA,NA,2013,2013,NA,FED,4,9-76-1100127-4
9-76-1100127,NA,5,NA,NA,1,2015-03-12,2011-03-29,2017-05-25,NA,NA,1,NA,99,NA,1,1,NA,NA,NA,NA,FEDERAL RESOURCES CO,UNITED STATES OF AME,NA,NA,NA,NA,2015,2017,NA,FED,5,9-76-1100127-5
9-76-1100212,9-76-1100212,1,76,4,4,2012-08-13,2011-05-11,2012-11-16,2011-05-11,2013-08-27,2,US govt defendant,6,1,5,-8,"ALLIANCE FOR THE WILD R, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,UNITED STATES FOREST,ALLIANCE FOR THE WIL,DEF,PLT,STRONG,STRONG,2012,2012,FED,NGO,1,9-76-1100212-1
9-76-1100233,9-76-1100233,1,76,1,1,2012-09-21,2011-05-19,2015-06-02,2011-05-19,2012-07-27,2,US govt defendant,6,2,5,-8,"VALLEY COUNTY, ET AL",LOC,"UNITED STATES DEPARTMEN, ET AL",FED,IDAHO RECREATION COU,UNITED STATES DEPART,PLT,DEF,MOD,MOD,2012,2015,LOC,FED,1,9-76-1100233-1
9-76-1100341,9-76-1100341,1,76,1,1,2012-10-30,2011-07-27,2012-12-18,2011-07-27,2012-08-29,2,US govt defendant,11,0,5,-8,"IDAHO CONSERVATION LEAG, ET AL",NGO,"US FOREST SERVICE, ET AL",FED,IDAHO CONSERVATION L,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,2012,2012,NGO,FED,1,9-76-1100341-1
9-76-1100358,NA,1,NA,NA,1,2013-02-11,2009-11-16,2013-05-14,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,SALAZAR,OTTER,NA,NA,NA,NA,2013,2013,FED,NA,1,9-76-1100358-1
9-76-1100586,9-76-1100586,1,76,1,1,2013-07-24,2011-11-29,2015-04-15,2011-11-29,2013-03-29,2,US govt defendant,14,0,5,-8,WINTER WILDLANDS ALLIANCE,NGO,"U.S. FOREST SERVICE, ET AL",FED,BLUERIBBON COALITION,WINTER WILDLANDS ALL,DEF,PLT,MOD,MOD,2013,2015,NGO,NGO,1,9-76-1100586-1
9-76-1100633,9-76-1100633,1,76,2,1,2012-12-21,2011-12-15,2014-09-16,2011-12-15,2012-11-28,1,US govt plaintiff,5,1,1,1,USA,FED,THE COEUR D'ALENES COMPANY,BIZ,FEDERAL RESOURCES CO,UNITED STATES OF AME,DEF,PLT,STRONG,STRONG,2012,2014,BIZ,FED,1,9-76-1100633-1
9-76-1200004,9-76-1200004,1,76,2,1,2015-09-04,2012-01-04,2016-01-04,2012-01-04,2014-03-10,2,US govt defendant,11,0,5,-8,IDAHO CONSERVATION LEAGUE,NGO,"FARNSWORTH, ET AL",FED,FARNSWORTH,IDAHO CONSERVATION L,DEF,PLT,STRONG,STRONG,2015,2016,FED,NGO,1,9-76-1200004-1
9-76-1200466,9-76-1200466,1,76,3,3,2014-01-22,2012-09-11,2015-01-02,2012-09-11,2013-11-27,2,US govt defendant,17,2,1,1,"ALLIANCE FOR THE WILD R, ET AL",NGO,"BRAZELL, ET AL",FED,ALLIANCE FOR THE WIL,BRAZELL,PLT,DEF,STRONG,STRONG,2014,2015,NGO,FED,1,9-76-1200466-1
9-76-1300348,9-76-1300348,2,76,3,3,2013-10-11,2013-08-08,2013-10-24,2013-08-08,2017-01-27,2,US govt defendant,12,0,5,-8,"NEZ PERCE TRIBE, ET AL",TRIBE,"US FOREST SERVICE, ET AL",FED,RESOURCES CONSERVATI,NEZ PERCE TRIBE,DEF,PLT,STRONG,STRONG,2013,2013,NGO,TRIBE,1,9-76-1300348-1
9-76-1300348,9-76-1300348,2,76,3,3,2013-12-09,2013-08-08,2017-01-30,2013-08-08,2017-01-27,2,US govt defendant,12,0,5,-8,"NEZ PERCE TRIBE, ET AL",TRIBE,"US FOREST SERVICE, ET AL",FED,UNITED STATES FOREST,NEZ PERCE TRIBE,DEF,PLT,STRONG,STRONG,2013,2017,FED,TRIBE,2,9-76-1300348-2
9-76-1300515,9-76-1300515,1,76,3,3,2015-05-11,2013-12-05,2016-03-07,2013-12-05,2015-03-11,2,US govt defendant,11,0,5,-8,"FRIENDS OF THE CLEARWAT, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,UNITED STATES FOREST,FRIENDS OF THE CLEAR,DEF,PLT,STRONG,STRONG,2015,2016,FED,NGO,1,9-76-1300515-1
9-76-1400488,9-76-1400488,1,76,4,4,2017-06-05,2014-11-13,2018-08-20,2014-11-13,2017-04-05,2,US govt defendant,14,0,1,6,"WILDEARTH GUARDIANS, ET AL",NGO,"KRAAYENBRINK, ET AL",FED,WILDEARTH GUARDIANS,MARK,PLT,DEF,STRONG,STRONG,2017,2018,NGO,FED,1,9-76-1400488-1
9-76-1500169,9-76-1500169,2,76,3,3,2016-05-27,2015-05-19,2016-08-04,2015-05-19,2016-03-28,2,US govt defendant,14,0,5,-8,"IDAHO RIVERS UNITED, ET AL",NGO,"HUDSON, ET AL",FED,HUDSON,IDAHO RIVERS UNITED,DEF,PLT,STRONG,STRONG,2016,2016,FED,NGO,1,9-76-1500169-1
9-76-1500169,9-76-1500169,2,76,3,3,2016-05-27,2015-05-19,2016-08-04,2015-05-19,2016-03-28,2,US govt defendant,14,0,5,-8,"IDAHO RIVERS UNITED, ET AL",NGO,"HUDSON, ET AL",FED,IDAHO STATE BOARD OF,IDAHO RIVERS UNITED,DEF,PLT,MOD,MOD,2016,2016,FED,NGO,2,9-76-1500169-2
9-76-1500193,9-76-1500193,1,76,1,1,2016-10-13,2015-06-04,2018-08-13,2015-06-04,2016-08-31,2,US govt defendant,17,2,1,3,"ALLIANCE FOR THE WILD R, ET AL",NGO,"UNITED STATES FOREST SE, ET AL",FED,ALLIANCE FOR THE WIL,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,2016,2018,NGO,FED,1,9-76-1500193-1
9-76-1500218,9-76-1500218,1,76,1,1,2017-12-27,2015-06-22,2019-02-20,2015-06-22,2017-10-31,2,US govt defendant,17,2,1,1,WESTERN WATERSHEDS PROJECT,NGO,"U.S. FOREST SERVICE, ET AL",FED,WESTERN WATERSHEDS P,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,2017,2019,NGO,FED,1,9-76-1500218-1
9-76-1500246,9-76-1500246,2,76,1,1,2017-04-04,2015-07-07,2017-06-29,2015-07-07,2016-08-02,2,US govt defendant,11,0,5,-8,"IDAHO CONSERVATION LEAG, ET AL",NGO,"LANNOM, ET AL",FED,IDAHO CONSERVATION L,LANNOM,PLT,DEF,STRONG,STRONG,2017,2017,NGO,FED,1,9-76-1500246-1
9-76-1500246,9-76-1500246,2,76,1,1,2017-03-21,2015-07-07,2017-06-29,2015-07-07,2016-08-02,2,US govt defendant,11,0,5,-8,"IDAHO CONSERVATION LEAG, ET AL",NGO,"LANNOM, ET AL",FED,LANNOM,IDAHO CONSERVATION L,DEF,PLT,STRONG,STRONG,2017,2017,FED,NGO,2,9-76-1500246-2
9-76-1600001,9-76-1600001,1,76,1,1,2017-11-28,2016-01-04,2017-12-13,2016-01-04,2017-09-29,2,US govt defendant,11,0,5,-8,"AMERICAN WILD HORSE PRE, ET AL",NGO,"JEWELL, ET AL",FED,JEWELL,AMERICAN WILD HORSE,DEF,PLT,STRONG,STRONG,2017,2017,FED,NGO,1,9-76-1600001-1
9-76-1600083,9-76-1600083,7,76,1,1,2019-12-17,2016-02-25,2020-03-27,2016-02-25,1900-01-01,2,US govt defendant,-8,-8,5,-8,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SCHNEIDER, ET AL",FED,BERNHARDT,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2019,2020,FED,NGO,1,9-76-1600083-1
9-76-1600083,9-76-1600083,7,76,1,1,2019-12-17,2016-02-25,2020-03-27,2016-02-25,1900-01-01,2,US govt defendant,-8,-8,5,-8,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SCHNEIDER, ET AL",FED,NATIONAL CATTLEMEN'S,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2019,2020,FED,NGO,2,9-76-1600083-2
9-76-1600083,9-76-1600083,7,76,1,1,2019-12-17,2016-02-25,2020-03-27,2016-02-25,1900-01-01,2,US govt defendant,-8,-8,5,-8,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SCHNEIDER, ET AL",FED,STATE OF IDAHO,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2019,2020,STA,NGO,3,9-76-1600083-3
9-76-1600083,9-76-1600083,7,76,1,1,2019-12-17,2016-02-25,2020-03-27,2016-02-25,1900-01-01,2,US govt defendant,-8,-8,5,-8,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SCHNEIDER, ET AL",FED,STATE OF UTAH,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2019,2020,STA,NGO,4,9-76-1600083-4
9-76-1600083,9-76-1600083,7,76,1,1,2019-12-17,2016-02-25,2020-03-27,2016-02-25,1900-01-01,2,US govt defendant,-8,-8,5,-8,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SCHNEIDER, ET AL",FED,STATE OF WYOMING,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2019,2020,STA,NGO,5,9-76-1600083-5
9-76-1600083,9-76-1600083,7,76,1,1,2019-12-17,2016-02-25,2020-03-27,2016-02-25,1900-01-01,2,US govt defendant,-8,-8,5,-8,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SCHNEIDER, ET AL",FED,WESTERN ENERGY ALLIA,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2019,2020,FED,NGO,6,9-76-1600083-6
9-76-1600083,9-76-1600083,7,76,1,1,2019-12-17,2016-02-25,2020-03-27,2016-02-25,1900-01-01,2,US govt defendant,-8,-8,5,-8,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"SCHNEIDER, ET AL",FED,WYOMING STOCK GROWER,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2019,2020,FED,NGO,7,9-76-1600083-7
9-76-1600102,9-76-1600102,2,76,3,3,2016-05-25,2016-03-11,2016-12-16,2016-03-11,2016-07-20,2,US govt defendant,12,0,4,-8,"IDAHO RIVERS UNITED INC, ET AL",BIZ,"PROBERT, ET AL",FED,"IDAHO FOREST GROUP,","IDAHO RIVERS UNITED,",DEF,PLT,STRONG,STRONG,2016,2016,FED,BIZ,1,9-76-1600102-1
9-76-1600102,9-76-1600102,2,76,3,3,2017-09-26,2016-03-11,2018-01-04,2016-03-11,2016-07-20,2,US govt defendant,12,0,5,-8,"IDAHO RIVERS UNITED INC, ET AL",BIZ,"PROBERT, ET AL",FED,PROBERT,"IDAHO RIVERS UNITED,",DEF,PLT,STRONG,STRONG,2017,2018,FED,BIZ,2,9-76-1600102-2
9-76-1600218,9-76-1600218,1,76,1,1,2018-01-31,2016-06-01,2019-04-23,2016-06-01,2018-01-04,2,US govt defendant,14,0,1,2,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"GRIMM, ET AL",FED,WESTERN WATERSHEDS P,GRIMM,PLT,DEF,STRONG,STRONG,2018,2019,NGO,FED,1,9-76-1600218-1
9-76-1600433,9-76-1600433,1,76,2,1,2017-05-08,2016-09-27,2018-01-17,2016-09-27,2018-03-12,2,US govt defendant,12,0,1,1,ALLIANCE FOR THE WILD ROCKIES,NGO,"FARNSWORTH, ET AL",FED,ALLIANCE FOR THE WIL,FARNSWORTH,PLT,DEF,STRONG,STRONG,2017,2018,NGO,FED,1,9-76-1600433-1
9-76-1700408,9-76-1700408,1,76,1,1,2018-05-10,2017-09-29,2018-11-29,2017-09-29,2019-02-19,2,US govt defendant,12,0,1,1,"WILDLANDS DEFENSE, ET AL",NGO,"SEESHOLTZ, ET AL",FED,WILDLANDS DEFENSE,SEESHOLTZ,PLT,DEF,STRONG,STRONG,2018,2018,NGO,FED,1,9-76-1700408-1
9-76-1800044,9-76-1800044,2,76,1,1,2020-01-17,2018-01-29,2021-08-25,2018-01-29,2019-11-21,2,US govt defendant,13,0,1,1,IDAHO CONSERVATION LEAGUE,NGO,"U.S. FOREST SERVICE, ET AL",FED,SALMON HEADWATERS CO,IDAHO CONSERVATION L,DEF,PLT,MOD,MOD,2020,2021,FED,NGO,1,9-76-1800044-1
9-76-1800044,9-76-1800044,2,76,1,1,2020-01-21,2018-01-29,2020-05-06,2018-01-29,2019-11-21,2,US govt defendant,13,0,5,-8,IDAHO CONSERVATION LEAGUE,NGO,"U.S. FOREST SERVICE, ET AL",FED,UNITED STATES FOREST,IDAHO CONSERVATION L,DEF,PLT,STRONG,STRONG,2020,2020,FED,NGO,2,9-76-1800044-2
9-76-1800187,9-76-1800187,13,76,1,1,2020-04-17,2018-04-30,2020-10-16,2018-04-30,1900-01-01,2,US govt defendant,-8,-8,2,5,"WESTERN WATERSHEDS PROJ, ET AL",NGO,"ZINKE, ET AL",FED,ANSCHUTZ EXPLORATION,WESTERN WATERSHEDS P,DEF,PLT,MOD,MOD,2020,2020,FED,NGO,1,9-76-1800187-1
